SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
004,1,11-Jul-2019 12:42:42,12,1,1,1,1,0,1,0,5120,1
004,1,11-Jul-2019 12:42:42,12,1,2,1,0,1,0,1,1156,1
004,1,11-Jul-2019 12:42:42,12,2,1,1,1,0,1,0,4420,1
004,1,11-Jul-2019 12:42:42,12,2,2,1,0,1,0,1,1039,1
