SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
099,1,13-Feb-2020 13:16:55,9,1,1,1,0,0,0,0,98580683,0
099,1,13-Feb-2020 13:16:55,9,1,1,2,1,0,1,0,1962,1
099,1,13-Feb-2020 13:16:55,9,1,2,1,0,1,0,0,981,0
099,1,13-Feb-2020 13:16:55,9,1,2,2,0,1,0,1,1523,1
099,1,13-Feb-2020 13:16:55,9,2,1,1,1,0,0,0,758,0
099,1,13-Feb-2020 13:16:55,9,2,1,2,1,0,1,0,3161,1
099,1,13-Feb-2020 13:16:55,9,2,2,1,0,1,0,1,2076,1
