SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
045,1,20-Dec-2019 13:58:11,7,1,1,1,1,0,1,0,759,1
045,1,20-Dec-2019 13:58:11,7,1,2,1,0,1,0,1,541,1
045,1,20-Dec-2019 13:58:11,7,2,1,1,1,0,1,0,758,1
045,1,20-Dec-2019 13:58:11,7,2,2,1,0,1,0,1,2410,1
