SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
119,1,13-Mar-2020 13:33:26,9,1,1,1,1,0,1,0,978,1
119,1,13-Mar-2020 13:33:26,9,1,2,1,0,1,0,1,3504,1
119,1,13-Mar-2020 13:33:26,9,2,1,1,1,0,1,0,8086,1
119,1,13-Mar-2020 13:33:26,9,2,2,1,0,1,0,1,1749,1
