SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
067,1,06-Jan-2020 14:47:43,10,1,1,1,1,0,1,0,868,1
067,1,06-Jan-2020 14:47:43,10,1,2,1,0,1,0,1,763,1
067,1,06-Jan-2020 14:47:43,10,2,1,1,1,0,1,0,977,1
067,1,06-Jan-2020 14:47:43,10,2,2,1,0,1,0,1,546,1
