SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
015,1,05-Aug-2019 16:19:51,10,1,1,1,1,0,1,0,3140,1
015,1,05-Aug-2019 16:19:51,10,1,2,1,0,1,0,1,1390,1
015,1,05-Aug-2019 16:19:51,10,2,1,1,1,0,1,0,3723,1
015,1,05-Aug-2019 16:19:51,10,2,2,1,0,1,0,1,1390,1
