SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
059,0,02-Sep-2019 14:07:19,7,1,1,1,0,0,0,0,945504465,0
059,0,02-Sep-2019 14:07:19,7,1,1,2,1,0,1,0,2905,1
059,0,02-Sep-2019 14:07:19,7,1,2,1,0,1,0,1,5702,1
059,0,02-Sep-2019 14:07:19,7,2,1,1,1,0,1,0,1739,1
059,0,02-Sep-2019 14:07:19,7,2,2,1,0,1,0,1,1506,1
