SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
108,0,27-Nov-2019 13:41:56,8,1,1,1,1,0,1,0,3024,1
108,0,27-Nov-2019 13:41:56,8,1,2,1,0,1,0,1,3607,1
108,0,27-Nov-2019 13:41:56,8,2,1,1,1,0,1,0,1042,1
108,0,27-Nov-2019 13:41:56,8,2,2,1,0,1,0,1,1275,1
