SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
041,0,06-Aug-2019 13:27:25,6,1,1,1,1,0,1,0,6888,1
041,0,06-Aug-2019 13:27:25,6,1,2,1,0,1,0,1,1756,1
041,0,06-Aug-2019 13:27:25,6,2,1,1,1,0,1,0,1740,1
041,0,06-Aug-2019 13:27:25,6,2,2,1,0,1,0,1,2922,1
