SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
001,0,15-Apr-2019 10:33:57,12,1,1,1,1,0,1,0,1742,1
001,0,15-Apr-2019 10:33:57,12,1,2,1,0,1,0,1,692,1
001,0,15-Apr-2019 10:33:57,12,2,1,1,1,0,1,0,693,1
001,0,15-Apr-2019 10:33:57,12,2,2,1,0,1,0,1,692,1
