SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
035,0,11-Jun-2019 16:30:34,6,1,1,1,1,0,1,0,6868,1
035,0,11-Jun-2019 16:30:34,6,1,2,1,0,1,0,1,1156,1
035,0,11-Jun-2019 16:30:34,6,2,1,1,1,0,1,0,1156,1
035,0,11-Jun-2019 16:30:34,6,2,2,1,0,1,0,1,2904,1
