SJNB, Test_session, Date, Age, test_time, block, trials, Rocket1, Rocket2, Rocket3, Rocket4, RT, Correct 
042,0,12-Aug-2019 13:44:14,10,1,1,1,1,0,1,0,2438,1
042,0,12-Aug-2019 13:44:14,10,1,2,1,0,1,0,1,5352,1
042,0,12-Aug-2019 13:44:14,10,2,1,1,1,0,1,0,1156,1
042,0,12-Aug-2019 13:44:14,10,2,2,1,0,1,0,1,1272,1
